LAMMPS (22 Jul 2025 - Update 3)
KOKKOS mode with Kokkos version 4.6.2 is enabled
  will use up to 1 GPU(s) per node
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (52.20571 52.20571 52.20571)
  1 by 1 by 1 MPI processor grid
WARNING: Pair style lj/class2/coul/long/kk in data file differs from currently defined pair style lj/class2/coul/cut/kk (src/read_data.cpp:811)
  reading atoms ...
  6500 atoms
  reading velocities ...
  6500 velocities
  scanning bonds ...
  4 = max bonds/atom
  scanning angles ...
  16 = max angles/atom
  scanning dihedrals ...
  38 = max dihedrals/atom
  scanning impropers ...
  12 = max impropers/atom
  orthogonal box = (0 0 0) to (52.20571 52.20571 52.20571)
  1 by 1 by 1 MPI processor grid
  reading bonds ...
  6970 bonds
  reading angles ...
  11760 angles
  reading dihedrals ...
  17500 dihedrals
  reading impropers ...
  4800 impropers
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:    0        0        1       
  special bond factors coul:  0        0        1       
     4 = max # of 1-2 neighbors
    10 = max # of 1-3 neighbors
    14 = max # of special neighbors
  special bonds CPU = 0.003 seconds
  read_data CPU = 0.247 seconds
Generated 28 of 28 mixed pair_coeff terms from sixthpower/sixthpower mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 4000, page size: 100000
  master list distance cutoff = 11.5
  ghost atom cutoff = 11.5
  binsize = 11.5, bins = 5 5 5
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/class2/coul/cut/kk, perpetual
      attributes: full, newton off, kokkos_device
      pair build: full/bin/kk/device
      stencil: full/bin/3d
      bin: kk/device
Setting up Verlet run ...
  Unit style    : real
  Current step  : 0
  Time step     : 0.5
Per MPI rank memory allocation (min/avg/max) = 33.49 | 33.49 | 33.49 Mbytes
   Step          Time           Temp          Press         Enthalpy        TotEng         KinEng         PotEng         E_bond        E_angle        E_dihed        E_impro         E_vdwl         E_coul         Volume           Lx             Ly             Lz          Density          Pxx            Pyy            Pzz      
         0   0              600            1052.3215      23945.078      21761.452      11623.371      10138.081      2853.2249      2959.738       2388.507       239.53102      843.49723      853.58284      142283.33      52.20571       52.20571       52.20571       0.61999999     1607.4033      1069.6036      479.95757    
      1000   500            309.66926      342.27454      16921.94       16233.631      5999.001       10234.63       3002.0233      3047.3899      2262.5024      240.26161      887.86144      794.59159      137890.07      51.662767      51.662767      51.662767      0.63975354     469.74941      452.29302      104.78118    
      2000   1000           309.00739      293.06596      16551.019      15986.485      5986.179       10000.306      2914.5885      3033.238       2233.4997      235.7363       807.40823      775.8352       132083.54      50.927173      50.927173      50.927173      0.66787778    -156.8057       1161.253      -125.24945    
      3000   1500           298.84899      1036.8749      17566.383      15641.202      5789.3877      9851.8148      2961.3709      2913.201       2183.9328      217.96347      819.60468      755.74198      127311.98      50.306383      50.306383      50.306383      0.69290934     1130.5705      1364.1032      615.95103    
      4000   2000           297.77761      132.56183      15679.781      15441.007      5768.6325      9672.375       2859.464       2923.3705      2243.9908      220.0783       692.94485      732.52661      123506.96      49.80013       49.80013       49.80013       0.7142566      368.88713      98.302088     -69.503727    
      5000   2500           297.41492      345.53329      16363.836      15765.073      5761.6064      10003.467      2947.3967      3019.8653      2224.4623      224.86157      721.73671      865.14424      118819.87      49.162017      49.162017      49.162017      0.74243188     782.37261      341.4152      -87.187927    
      6000   3000           304.75506     -179.58912      15580.146      15881.575      5903.8017      9977.7734      2861.84        2959.9708      2350.5674      228.19753      671.38715      905.81059      115087.61      48.641787      48.641787      48.641787      0.76650879    -561.21767      312.34132     -289.89099    
      7000   3500           298.57738     -314.12739      15207.145      15717.24       5784.126       9933.1145      2875.038       2923.7121      2440.0795      225.35697      628.62759      840.30023      111344.72      48.108655      48.108655      48.108655      0.79227518    -777.77283     -111.68767     -52.921672    
      8000   4000           297.68896      632.22235      16385.526      15391.251      5766.9151      9624.3356      2889.6216      2902.8019      2329.3222      227.6246       584.82751      690.13777      107835.29      47.59781       47.59781       47.59781       0.8180593      1189.0781      158.82888      548.76005    
      9000   4500           307.10219      762.10536      16670.469      15510.084      5949.2709      9560.8132      2823.4627      2951.219       2324.2981      220.19898      572.90164      668.73279      104402.55      47.087291      47.087291      47.087291      0.84495697     985.56077      273.57748      1027.1778    
     10000   5000           302.98468      277.8036       15970.571      15560.575      5869.5055      9691.0698      2874.1031      2995.6711      2419.5725      220.11205      517.48941      664.12156      101196.57      46.600288      46.600288      46.600288      0.87172579     546.52051     -188.30329      475.19358    
     11000   5500           302.10014      448.32542      16285.592      15642.901      5852.3699      9790.5307      2862.6194      3010.3822      2366.2317      225.97117      495.14285      830.18333      98295.378      46.150637      46.150637      46.150637      0.89745483     2132.5151     -806.5456       19.006754    
