LAMMPS (22 Jul 2025 - Update 3)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread.
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (50.534742 50.534742 50.534742)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  3600 atoms
  reading velocities ...
  3600 velocities
  scanning bonds ...
  2 = max bonds/atom
  scanning angles ...
  1 = max angles/atom
  scanning dihedrals ...
  2 = max dihedrals/atom
  orthogonal box = (0 0 0) to (50.534742 50.534742 50.534742)
  1 by 1 by 1 MPI processor grid
  reading bonds ...
  3590 bonds
  reading angles ...
  3580 angles
  reading dihedrals ...
  3570 dihedrals
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:    0        0        0       
  special bond factors coul:  0        0        0       
     2 = max # of 1-2 neighbors
     2 = max # of 1-3 neighbors
     4 = max # of 1-4 neighbors
     6 = max # of special neighbors
  special bonds CPU = 0.001 seconds
  read_data CPU = 0.032 seconds
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:    0        0        0       
  special bond factors coul:  0        0        0.5     
     2 = max # of 1-2 neighbors
     2 = max # of 1-3 neighbors
     4 = max # of 1-4 neighbors
     6 = max # of special neighbors
  special bonds CPU = 0.001 seconds

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:
- GPU package (short-range, long-range and three-body potentials): doi:10.1016/j.cpc.2010.12.021, doi:10.1016/j.cpc.2011.10.012, doi:10.1016/j.cpc.2013.08.002, doi:10.1016/j.commatsci.2014.10.068, doi:10.1016/j.cpc.2016.10.020, doi:10.3233/APC200086
The log file lists these citations in BibTeX format.

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE


--------------------------------------------------------------------------
- Using acceleration for lj/cut:
-  with 1 proc(s) per device.
-  with 1 thread(s) per proc.
-  Horizontal vector operations: ENABLED
-  Shared memory system: No
--------------------------------------------------------------------------
Device 0: NVIDIA A800 40GB Active, 108 CUs, 38/39 GB, 1.4 GHZ (Mixed Precision)
--------------------------------------------------------------------------

Initializing Device and compiling on process 0...Done.
Initializing Device 0 on core 0...Done.

Generated 1 of 1 mixed pair_coeff terms from arithmetic mixing rule
Setting up Verlet run ...
  Unit style    : real
  Current step  : 0
  Time step     : 0.5
Per MPI rank memory allocation (min/avg/max) = 7.924 | 7.924 | 7.924 Mbytes
   Step          Time           Temp          Press         Enthalpy        TotEng         KinEng         PotEng         E_bond        E_angle        E_dihed        E_impro         E_vdwl         E_coul         Volume           Lx             Ly             Lz          Density          Pxx            Pyy            Pzz      
         0   0              600            510.29119      8156.6288      7196.2024      6436.7612      759.44116      1017.3041      1066.5575      2136.1027      0             -3460.5231      0              129053.61      50.534742      50.534742      50.534742      0.64999999     572.84507      696.88742      261.14109    
      1000   500            307.12795      439.28551      4932.4137      4134.407       3294.8488      839.5582       1099.0643      1097.7918      2207.5776      0             -3564.8754      0              124561.48      49.941462      49.941462      49.941462      0.67344129     171.12349      682.18022      464.55282    
      2000   1000           303.92102      413.43099      4765.3183      4042.5303      3260.445       782.08531      1068.8035      1102.8001      2247.95        0             -3637.4683      0              119875.93      49.307236      49.307236      49.307236      0.69976387     349.85428      535.09299      355.34571    
      3000   1500           299.04388      42.544965      3958.5419      3886.1751      3208.1234      678.05177      1024.3293      1104.0574      2232.8669      0             -3683.2018      0              116631.28      48.858299      48.858299      48.858299      0.71923111     328.23056      348.21685     -548.81251    
      4000   2000           296.06824      557.90024      4646.8836      3734.1392      3176.201       557.9382       990.66283      1100.504       2239.0239      0             -3772.2526      0              112180.33      48.228702      48.228702      48.228702      0.74776782     330.06539      655.55735      688.07799    
      5000   2500           302.75965      425.20694      4415.4543      3741.1813      3247.9859      493.19541      984.07607      1098.0111      2248.9224      0             -3837.8141      0              108732.53      47.729457      47.729457      47.729457      0.77147882     245.4085       8.0854317      1022.1269    
      6000   3000           302.30301      1309.1555      5828.6002      3797.5769      3243.0872      554.48968      1011.6573      1135.2859      2290.0865      0             -3882.54        0              106377.01      47.382277      47.382277      47.382277      0.78856178     2175.8997      801.26726      950.2996     
      7000   3500           305.09024      1264.2515      5732.2757      3819.3797      3272.9884      546.39136      1041.4604      1074.726       2362.2652      0             -3932.0602      0              103748.53      46.98876       46.98876       46.98876       0.80854005     1424.12        1124.6274      1244.0072    
      8000   4000           294.0364       1260.2403      5550.9792      3691.6775      3154.4035      537.27398      1010.6838      1121.1158      2346.5595      0             -3941.0852      0              101162.75      46.595096      46.595096      46.595096      0.82920682     1398.5288      1489.6053      892.58668    
      9000   4500           299.68813      1629.5763      6012.8608      3625.2712      3215.0349      410.2363       1001.8034      1103.247       2270.0696      0             -3964.8838      0              100463.68      46.487518      46.487518      46.487518      0.83497681     2355.6701      701.12407      1831.9348    
     10000   5000           299.01372      1467.8079      5765.6148      3654.6823      3207.7998      446.8825       979.41687      1101.3787      2343.3151      0             -3977.2282      0              98611.88       46.200118      46.200118      46.200118      0.85065657     1717.9889      1322.6021      1362.8326    
     11000   5500           301.87072      2009.0052      6565.4353      3705.8198      3238.4496      467.37014      990.79326      1127.1628      2340.1324      0             -3990.7183      0              97600.195      46.041581      46.041581      46.041581      0.85947414     2160.4995      1477.4119      2389.1043    
     12000   6000           294.38854      1519.9063      5658.221       3515.5445      3158.1812      357.36325      986.58638      1124.2206      2344.7076      0             -4098.1513      0              96663.813      45.893866      45.893866      45.893866      0.86779986     1804.2959      839.56954      1915.8534    
     13000   6500           300.50078      2405.203       6903.5096      3584.9563      3223.753       361.20334      964.47784      1157.2588      2371.7871      0             -4132.3204      0              94606.541      45.565946      45.565946      45.565946      0.88667066     2380.3453      2418.9519      2416.3118    
     14000   7000           303.82491      2653.6692      7225.1159      3594.5015      3259.414       335.08743      967.75632      1141.4499      2406.4363      0             -4180.5551      0              93811.8        45.437995      45.437995      45.437995      0.89418222     2886.4516      1574.6183      3499.9376    
     15000   7500           294.60125      1946.9079      6134.409       3485.6439      3160.4632      325.18065      990.61688      1117.8488      2413.2107      0             -4196.4957      0              93287.221      45.353143      45.353143      45.353143      0.89921044     1781.7903      1766.089       2292.8445    
     16000   8000           296.93511      2449.7705      6840.8142      3514.4237      3185.5006      328.92312      977.8684       1138.4261      2423.467       0             -4210.8384      0              93104.771      45.323556      45.323556      45.323556      0.90097256     2791.9734      2673.352       1883.9862    
     17000   8500           300.25886      2987.0572      7498.1536      3489.8558      3221.1576      268.69822      967.15769      1142.0382      2428.2956      0             -4268.7933      0              92011.171      45.145401      45.145401      45.145401      0.91168108     4277.695       1890.9304      2792.546     
     18000   9000           295.52136      2846.0095      7278.9593      3471.773       3170.3341      301.43891      978.77602      1146.5415      2404.6582      0             -4228.5368      0              91725.881      45.098694      45.098694      45.098694      0.91451663     2222.9009      3013.7807      3301.347     
     19000   9500           296.66076      2957.1887      7296.0583      3402.0783      3182.5575      219.52083      935.92582      1157.5421      2439.3039      0             -4313.251       0              90289.82       44.8621        44.8621        44.8621        0.92906203     3215.8233      2486.0102      3169.7326    
     20000   10000          293.38735      3328.7896      7864.2622      3471.3527      3147.4405      323.91224      965.19214      1155.0048      2502.3197      0             -4298.6044      0              90487.796      44.894865      44.894865      44.894865      0.92702936     3913.6147      3272.213       2800.5412    
     21000   10500          300.89432      4126.5371      8883.1466      3497.7036      3227.9748      269.72876      978.48998      1176.2474      2420.8614      0             -4305.87        0              89486.969      44.728733      44.728733      44.728733      0.93739731     4350.195       3790.2453      4239.171     
     22000   11000          297.31936      4023.6994      8726.0705      3483.1202      3189.6229      293.49736      1019.3277      1113.6405      2452.5555      0             -4292.0264      0              89345.836      44.705207      44.705207      44.705207      0.93887804     3414.5167      3986.5605      4670.021     
     23000   11500          301.26546      3246.9637      7739.2728      3518.1176      3231.9564      286.16126      986.1847       1129.8848      2476.8484      0             -4306.7567      0              89141.101      44.671033      44.671033      44.671033      0.94103441     2973.7148      3794.3354      2972.8408    
     24000   12000          306.60867      4500.6255      9261.6801      3468.2944      3289.278       179.01635      965.51043      1121.2705      2429.793       0             -4337.5576      0              88264.015      44.52404       44.52404       44.52404       0.95038554     3987.1109      4939.6855      4575.0802    
     25000   12500          300.39582      3779.7138      8325.967       3451.1619      3222.6269      228.53494      946.84721      1173.0502      2426.3115      0             -4317.674       0              88434.648      44.552713      44.552713      44.552713      0.94855179     4151.1682      3065.3998      4122.5733    
     26000   13000          300.84661      4067.7851      8651.7276      3439.9464      3227.463       212.4834       990.30224      1163.7433      2380.6752      0             -4322.2373      0              87852.128      44.454674      44.454674      44.454674      0.95484134     3922.0763      4268.9753      4012.3037    
     27000   13500          300.7224       4560.8504      9243.2506      3415.9897      3226.1305      189.85928      970.59017      1127.7966      2392.9715      0             -4301.499       0              87607.794      44.413423      44.413423      44.413423      0.95750434     4596.9476      3865.6735      5219.9301    
     28000   14000          296.10927      4997.356       9743.7617      3362.9294      3176.6411      186.28836      984.8773       1169.9828      2394.3805      0             -4362.9523      0              87551.008      44.403825      44.403825      44.403825      0.95812539     5622.2474      4013.266       5356.5548    
     29000   14500          296.42898      4682.0229      9298.4402      3352.2253      3180.071       172.1543       984.87064      1160.4226      2412.697       0             -4385.8359      0              87082.558      44.324488      44.324488      44.324488      0.9632795      5591.0365      3868.505       4586.5273    
     30000   15000          301.33573      5207.6772      10055.203      3457.2786      3232.7103      224.56831      972.89348      1155.0006      2459.1698      0             -4362.4956      0              86873.51       44.288991      44.288991      44.288991      0.96559749     5442.827       5063.274       5116.9307    
     31000   15500          293.82517      5185.7755      9966.95        3442.5994      3152.1375      290.46192      966.97206      1210.2763      2461.8859      0             -4348.6724      0              86267.595      44.185784      44.185784      44.185784      0.97237953     5332.3417      4871.3998      5353.5849    
     32000   16000          301.26103      5430.2493      10356.561      3520.3251      3231.9089      288.41621      1029.1948      1187.0483      2446.1366      0             -4373.9636      0              86321.978      44.195067      44.195067      44.195067      0.97176693     5470.6042      4974.5388      5845.6048    
     33000   16500          298.44865      5488.5698      10355.119      3458.0119      3201.7379      256.274        1014.5359      1174.9776      2430.4049      0             -4363.6444      0              86165.196      44.168294      44.168294      44.168294      0.97353511     5391.9954      5473.0411      5600.673     
     34000   17000          300.05165      6136.1663      11125.446      3480.3097      3218.9347      261.37499      990.59678      1177.1566      2441.8977      0             -4348.2761      0              85430.362      44.042377      44.042377      44.042377      0.98190902     6596.9482      5283.8659      6527.6848    
     35000   17500          290.04727      5655.0446      10394.802      3337.5104      3111.6083      225.90205      987.33142      1123.0478      2454.7272      0             -4339.2044      0              85570.911      44.066516      44.066516      44.066516      0.98029625     5724.7035      5819.6662      5420.7642    
     36000   18000          294.9948       6391.4244      11422.344      3458.9231      3164.6851      294.23797      1052.17        1175.2268      2447.3304      0             -4380.4892      0              85433.093      44.042846      44.042846      44.042846      0.98187764     6755.8567      6198.431       6219.9855    
     37000   18500          304.3621       5504.331       10313.27       3475.1762      3265.177       209.99919      979.98375      1106.6709      2483.4266      0             -4360.082       0              85183.329      43.999885      43.999885      43.999885      0.98475657     5472.3273      5698.6537      5342.0122    
     38000   19000          296.58875      6180.1564      11173.645      3519.7992      3181.785       338.01425      1025.4925      1166.1757      2497.8304      0             -4351.4843      0              84918.9        43.954309      43.954309      43.954309      0.98782301     6303.8806      5925.6016      6310.9868    
     39000   19500          299.24241      6671.209       11783.666      3545.015       3210.2533      334.76176      1033.0596      1165.2039      2462.9059      0             -4326.4078      0              84678.989      43.912877      43.912877      43.912877      0.99062169     6540.8372      6277.3798      7195.41      
